supplier_id,supplier_name,country,region,risk_score,risk_category
SUP-000394,Brooks-Randall,Nicaragua,Africa,0.0,
SUP-000395,"Freeman, Thornton and Conway",Cook Islands,Africa,0.0,
SUP-000396,Castaneda PLC,Libyan Arab Jamahiriya,Africa,12.6,Low
SUP-000397,"Tucker, Perry and Williams",Mayotte,Americas,0.1,Low
SUP-000398,Coleman Ltd,Albania,Middle East,0.0,
SUP-000399,"Young, Espinoza and Thompson",Turkmenistan,Europe,0.0,
SUP-000400,"Rodriguez, Gomez and Nelson",Monaco,Americas,99.9,High
SUP-000401,"Underwood, Butler and Evans",Bahamas,Africa,0.0,
SUP-000402,Carr Inc,Sudan,Asia,0.1,Low
SUP-000403,Suarez-Williams,South Georgia and the South Sandwich Islands,Africa,19.7,Low
SUP-000404,"Gonzales, Brock and Fields",Guinea,Middle East,0.0,
SUP-000405,Hernandez Inc,Thailand,Africa,0.0,
SUP-000406,"Lopez, Burns and Ramirez",Lesotho,Asia,0.0,
SUP-000407,Cisneros-Jenkins,Nauru,Middle East,3.6,Low
SUP-000408,"Calhoun, Taylor and Price",Pitcairn Islands,Africa,1.3,Low
SUP-000409,Moore Inc,Reunion,Middle East,0.0,
SUP-000410,Kelly-Harvey,Western Sahara,Europe,1.0,Low
SUP-000411,Harris-Holmes,Greenland,Europe,0.3,Low
SUP-000412,Martin-Wilson,American Samoa,Africa,6.1,Low
SUP-000413,"Holmes, Warner and Coffey",Australia,Middle East,1.5,Low
SUP-000414,Hoover-Giles,Cyprus,Asia,0.0,
SUP-000415,Carney-Miller,Jersey,Africa,0.0,
SUP-000416,Ramos-Zuniga,Cameroon,Europe,100.0,High
SUP-000417,Salinas Group,Togo,Europe,0.4,Low
SUP-000418,Powell-Cohen,Greece,Africa,0.0,
SUP-000419,Tanner-Hansen,Saudi Arabia,Middle East,1.4,Low
SUP-000420,Carlson Group,Qatar,Europe,3.1,Low
SUP-000421,Miles-Parker,Isle of Man,Middle East,0.1,Low
SUP-000422,Thomas Ltd,Morocco,Europe,2.5,Low
SUP-000423,Davis LLC,Tonga,Europe,0.0,
SUP-000424,Sweeney-Jones,Austria,Americas,0.2,Low
SUP-000425,"Nelson, Reyes and Armstrong",Mauritania,Europe,0.0,
SUP-000426,Guerrero-Flores,Antigua and Barbuda,Asia,2.4,Low
SUP-000427,Mitchell and Sons,Mongolia,Africa,2.1,Low
SUP-000428,Matthews-Garrison,Brunei Darussalam,Africa,4.9,Low
SUP-000429,Moore PLC,Tajikistan,Middle East,0.1,Low
SUP-000430,"Wilson, Logan and Garcia",Finland,Europe,0.0,
SUP-000431,Evans and Sons,Niger,Asia,4.4,Low
SUP-000432,Ramos-Gates,Tajikistan,Middle East,3.9,Low
SUP-000433,"Shelton, Thomas and Williams",Tonga,Americas,0.1,Low
SUP-000434,Clarke LLC,Argentina,Middle East,0.2,Low
SUP-000435,Fisher PLC,United Kingdom,Middle East,0.1,Low
SUP-000436,"Hawkins, Kane and Campbell",Hong Kong,Europe,16.9,Low
SUP-000437,Gentry Inc,Libyan Arab Jamahiriya,Americas,0.4,Low
SUP-000438,"Cooper, Hill and White",Equatorial Guinea,Middle East,12.5,Low
SUP-000439,Clark-Combs,Nauru,Asia,46.8,Medium
SUP-000440,Taylor Group,Faroe Islands,Asia,99.3,High
SUP-000441,Perry-Charles,Japan,Africa,0.0,
SUP-000442,Johnson-Ramirez,Jersey,Americas,0.6,Low
SUP-000443,Diaz-White,Timor-Leste,Americas,1.7,Low
SUP-000444,Smith-Smith,Germany,Africa,58.2,Medium
SUP-000445,Ward PLC,Rwanda,Middle East,2.9,Low
SUP-000446,Williams Inc,Rwanda,Americas,1.8,Low
SUP-000447,Hunter Ltd,Mongolia,Asia,0.0,
SUP-000448,Martinez-Mcmillan,Bulgaria,Asia,0.5,Low
SUP-000449,Long-Harper,Canada,Europe,0.0,
SUP-000450,Garcia Inc,Palestinian Territory,Americas,0.7,Low
SUP-000451,Hunt and Sons,Saint Helena,Middle East,80.9,High
SUP-000452,"Levy, Riley and Hall",San Marino,Africa,4.4,Low
SUP-000453,"Jenkins, Graves and Cohen",Holy See (Vatican City State),Africa,0.1,Low
SUP-000454,Ramirez-Grimes,Mongolia,Middle East,9.8,Low
SUP-000455,Mckee PLC,Uruguay,Europe,0.1,Low
SUP-000456,"Smith, Shepherd and Aguirre",Cayman Islands,Africa,99.9,High
SUP-000457,Lewis Ltd,Benin,Americas,0.1,Low
SUP-000458,Stuart-Dennis,Azerbaijan,Europe,0.0,
SUP-000459,Blake Inc,Bahamas,Americas,0.1,Low
SUP-000460,Peters Group,Pitcairn Islands,Asia,0.5,Low
SUP-000461,"Carney, Hull and Bridges",Kuwait,Europe,0.2,Low
SUP-000462,Coffey-Nguyen,Taiwan,Africa,5.6,Low
SUP-000463,"Gonzalez, Reyes and Woods",Micronesia,Europe,1.9,Low
SUP-000464,Hudson Group,Mali,Europe,0.0,
SUP-000465,Collins Inc,Mexico,Europe,0.0,
SUP-000466,Taylor-Young,Martinique,Europe,0.0,
SUP-000467,Barker LLC,Ecuador,Americas,14.1,Low
SUP-000468,"Thompson, Williams and Coleman",Netherlands Antilles,Asia,0.1,Low
SUP-000469,Thompson-Caldwell,Latvia,Middle East,69.0,High
SUP-000470,Mckee-James,Malta,Europe,0.3,Low
SUP-000471,Lee and Sons,Gambia,Africa,98.1,High
SUP-000472,"Combs, Wells and Lloyd",Turks and Caicos Islands,Europe,13.1,Low
SUP-000473,Williamson-Patterson,Micronesia,Africa,0.1,Low
SUP-000474,White LLC,United States of America,Americas,0.0,
SUP-000475,White-Stanley,Congo,Africa,88.4,High
SUP-000476,Brown and Sons,Canada,Middle East,0.0,
SUP-000477,"Wood, Haynes and Blevins",Micronesia,Asia,11.1,Low
SUP-000478,Jacobs-French,Greece,Africa,2.7,Low
SUP-000479,"Fitzpatrick, Graves and Carter",Nauru,Africa,17.1,Low
SUP-000480,Murphy LLC,Kuwait,Asia,0.1,Low
SUP-000481,Evans Inc,Guinea-Bissau,Middle East,0.5,Low
SUP-000482,"Weaver, Gray and Garcia",French Guiana,Europe,85.6,High
SUP-000483,Mercer-Hunt,Kazakhstan,Africa,6.0,Low
SUP-000484,"Richards, Lowe and James",United States of America,Asia,8.7,Low
SUP-000485,Bell LLC,Latvia,Americas,1.1,Low
SUP-000486,"Villa, Lewis and Willis",Panama,Asia,21.2,Low
SUP-000487,Richardson-Mendoza,Micronesia,Americas,0.7,Low
SUP-000488,Diaz-Thomas,Gibraltar,Middle East,0.0,
SUP-000489,Glover Inc,Lebanon,Europe,0.0,
SUP-000490,"Marshall, Garcia and Lara",Niger,Asia,1.3,Low
SUP-000491,Everett PLC,Timor-Leste,Africa,95.9,High
SUP-000492,"Fields, Mack and Johnson",Bhutan,Middle East,0.0,
SUP-000493,Fischer LLC,Belize,Asia,99.3,High
SUP-000494,James PLC,Ireland,Africa,0.9,Low
SUP-000495,Savage-Thomas,Korea,Asia,0.0,
SUP-000496,"Faulkner, Ramirez and Smith",Peru,Americas,6.5,Low
SUP-000497,"Yang, Williams and Greer",Falkland Islands (Malvinas),Asia,0.0,
SUP-000498,"Farmer, Moore and Reed",Congo,Asia,0.1,Low
SUP-000499,Brewer Ltd,Spain,Asia,4.2,Low
SUP-000500,Lewis-Harvey,Maldives,Middle East,1.1,Low
SUP-000501,Bullock Inc,Marshall Islands,Asia,4.2,Low
SUP-000502,"Villa, Davis and Brown",Jordan,Africa,0.0,
SUP-000503,Phillips-Henderson,Antigua and Barbuda,Americas,8.8,Low
SUP-000504,Baker-Bowen,Iceland,Americas,43.7,Medium
SUP-000505,"Richardson, Bell and Abbott",Moldova,Asia,0.1,Low
SUP-000506,Mays-Yoder,Svalbard & Jan Mayen Islands,Middle East,0.2,Low
SUP-000507,"Moore, Green and Sawyer",Fiji,Middle East,3.6,Low
SUP-000508,Hansen Inc,Liberia,Africa,0.0,
SUP-000509,"Roberts, Henson and Thomas",Angola,Asia,0.4,Low
SUP-000510,Hernandez-Schwartz,Egypt,Americas,8.8,Low
SUP-000511,Lee Group,Montenegro,Middle East,0.0,
SUP-000512,Walsh and Sons,Georgia,Asia,48.1,Medium
SUP-000513,"Williams, Farrell and Clark",Saint Vincent and the Grenadines,Middle East,0.1,Low
SUP-000514,Harmon-Moore,Thailand,Middle East,0.2,Low
SUP-000515,Hinton LLC,Nigeria,Americas,97.5,High
SUP-000516,"Bauer, Jones and Owens",Tajikistan,Europe,0.2,Low
SUP-000517,Stone and Sons,Jersey,Africa,0.1,Low
SUP-000518,Waller-Edwards,Libyan Arab Jamahiriya,Africa,98.3,High
SUP-000519,Dean Inc,French Guiana,Americas,0.1,Low
SUP-000520,Rogers LLC,Bosnia and Herzegovina,Middle East,17.4,Low
SUP-000521,Garrett Ltd,Holy See (Vatican City State),Asia,42.1,Medium
SUP-000522,Jones Inc,Liberia,Middle East,6.5,Low
SUP-000523,Patterson-Moody,Guam,Americas,1.4,Low
SUP-000524,Martinez PLC,Solomon Islands,Africa,10.6,Low
SUP-000525,Cruz PLC,Micronesia,Middle East,0.2,Low
SUP-000526,Taylor-Henry,Guyana,Africa,10.6,Low
SUP-000527,Gibbs Ltd,Micronesia,Asia,4.1,Low
SUP-000528,Rodriguez Ltd,Hungary,Africa,0.2,Low
SUP-000529,Robertson-Morgan,Bahamas,Africa,0.2,Low
SUP-000530,Edwards and Sons,Luxembourg,Europe,65.1,Medium
SUP-000531,Davis-Kim,Gibraltar,Europe,0.1,Low
SUP-000532,"Morales, Smith and Robinson",Liberia,Europe,9.2,Low
SUP-000533,"Johnson, Curtis and Leon",Zimbabwe,Africa,0.0,
SUP-000534,"Oliver, Jackson and Moore",Dominica,Americas,4.6,Low
SUP-000535,"Whitaker, Hess and Patel",Cambodia,Africa,0.1,Low
SUP-000536,"Torres, Martin and Hunter",Falkland Islands (Malvinas),Americas,56.6,Medium
SUP-000537,"Harris, Dunn and Nelson",Vietnam,Americas,0.0,
SUP-000538,"Alexander, Gibbs and Rios",Guadeloupe,Europe,90.5,High
SUP-000539,Gonzalez-Gross,Romania,Middle East,7.4,Low
SUP-000540,Garcia-Wade,Uzbekistan,Asia,30.6,Low
SUP-000541,"Jimenez, Carpenter and Mendez",Svalbard & Jan Mayen Islands,Europe,0.1,Low
SUP-000542,Delgado Inc,Algeria,Europe,0.6,Low
SUP-000543,"Thornton, Foster and Barnes",Iraq,Middle East,2.3,Low
SUP-000544,Singleton-Branch,Norfolk Island,Asia,0.0,
SUP-000545,Watson and Sons,Iceland,Africa,0.0,
SUP-000546,"Castillo, Robbins and Burgess",Moldova,Africa,0.2,Low
SUP-000547,Perez LLC,Uzbekistan,Europe,1.4,Low
SUP-000548,Love PLC,Cayman Islands,Asia,0.0,
SUP-000549,"Barron, Cook and King",Croatia,Europe,0.8,Low
SUP-000550,Ray-Lynn,Northern Mariana Islands,Americas,98.0,High
SUP-000551,Rodriguez Group,Bahamas,Europe,0.1,Low
SUP-000552,"Miller, Bowen and Smith",Greenland,Europe,63.8,Medium
SUP-000553,"Sims, Gibson and Greene",Ecuador,Africa,79.1,High
SUP-000554,Newton-Fletcher,Congo,Africa,0.1,Low
SUP-000555,Mccoy Ltd,Korea,Africa,0.1,Low
SUP-000556,Davis-Pennington,Tokelau,Americas,5.4,Low
SUP-000557,Singh-Rios,Yemen,Africa,99.8,High
SUP-000558,"Moran, Lewis and Dickerson",Spain,Asia,47.7,Medium
SUP-000559,"Santiago, Lewis and Olson",Romania,Middle East,0.0,
SUP-000560,"Ramirez, Harding and Hall",Equatorial Guinea,Asia,49.9,Medium
SUP-000561,"Brady, Clark and Jones",British Indian Ocean Territory (Chagos Archipelago),Asia,84.3,High
SUP-000562,Hill-Tate,Mali,Africa,85.7,High
SUP-000563,"Guzman, Brown and Norton",Ghana,Middle East,0.1,Low
SUP-000564,Johnson PLC,Cameroon,Middle East,1.0,Low
SUP-000565,"Delgado, Cummings and Marshall",Jamaica,Middle East,0.2,Low
SUP-000566,"Bell, Mckay and Navarro",Belgium,Americas,99.9,High
SUP-000567,"Shaffer, Peterson and Hodges",Azerbaijan,Africa,0.1,Low
SUP-000568,Olson PLC,Saint Helena,Middle East,20.9,Low
SUP-000569,Livingston-Frye,Afghanistan,Americas,20.4,Low
SUP-000570,"Gutierrez, Horton and Spencer",Niger,Europe,7.6,Low
SUP-000571,Ramirez-Morris,Argentina,Europe,0.1,Low
SUP-000572,Zuniga Inc,Palestinian Territory,Americas,0.1,Low
SUP-000573,Hooper PLC,Bermuda,Americas,0.1,Low
SUP-000574,Richards and Sons,French Guiana,Africa,8.6,Low
SUP-000575,Nixon-Mccoy,Ethiopia,Africa,29.2,Low
SUP-000576,"Ramirez, Obrien and Smith",Guam,Europe,63.1,Medium
SUP-000577,"Taylor, Fernandez and Wilkinson",Saint Lucia,Middle East,10.7,Low
SUP-000578,Johnson-Murray,Gabon,Europe,0.0,
SUP-000579,Cochran-Hill,Sao Tome and Principe,Middle East,0.1,Low
SUP-000580,"Armstrong, Bryant and Steele",Montserrat,Middle East,78.5,High
SUP-000581,"Conrad, Young and Lawson",Peru,Africa,0.7,Low
SUP-000582,Torres Group,Bahrain,Asia,8.4,Low
SUP-000583,Moore-Black,Austria,Asia,1.6,Low
SUP-000584,Aguilar Inc,Mali,Americas,0.0,
SUP-000585,"Miller, Yoder and Buchanan",Bulgaria,Africa,0.6,Low
SUP-000586,Bush and Sons,Armenia,Middle East,0.0,
SUP-000587,Thomas-Mitchell,Brunei Darussalam,Asia,0.2,Low
SUP-000588,Vasquez LLC,United States Minor Outlying Islands,Middle East,0.7,Low
SUP-000589,"Morris, Lynch and Callahan",Poland,Asia,0.1,Low
SUP-000590,"Schwartz, Haynes and Hartman",Netherlands,Asia,8.6,Low
SUP-000591,Drake Ltd,Guinea-Bissau,Asia,0.0,
SUP-000592,Smith Group,Ireland,Africa,0.6,Low
SUP-000593,King Inc,Zambia,Europe,6.9,Low
SUP-000594,"Obrien, Weeks and Aguilar",Nepal,Middle East,0.0,
SUP-000595,"Baxter, West and Anderson",Timor-Leste,Africa,0.1,Low
SUP-000596,Davis-Santana,Hungary,Africa,51.0,Medium
SUP-000597,Clark-Johnson,Ireland,Africa,1.1,Low
SUP-000598,Hughes LLC,British Virgin Islands,Africa,83.0,High
SUP-000599,"Jacobson, Warner and Thompson",Guyana,Africa,0.0,
SUP-000600,Sullivan Group,Bulgaria,Americas,0.2,Low
SUP-000601,Mclean LLC,Hong Kong,Middle East,0.2,Low
SUP-000602,Lee PLC,Cook Islands,Africa,1.4,Low
SUP-000603,"Branch, Martinez and Stewart",Brunei Darussalam,Middle East,2.1,Low
SUP-000604,"Skinner, Thomas and Holmes",Netherlands,Americas,2.9,Low
SUP-000605,"Martin, Thomas and Ford",Netherlands,Americas,4.6,Low
SUP-000606,"Turner, Johnston and Ramos",Indonesia,Middle East,0.0,
SUP-000607,"Stone, Meadows and Kim",Denmark,Asia,0.0,
SUP-000608,"Cooper, Richards and Yang",Slovakia (Slovak Republic),Europe,0.1,Low
SUP-000609,Dougherty LLC,Guinea,Asia,0.0,
SUP-000610,"Clark, Clark and Rocha",Andorra,Asia,32.2,Low
SUP-000611,"Dickson, Meza and Ellis",Saint Lucia,Asia,0.0,
SUP-000612,Osborne-Meyer,Falkland Islands (Malvinas),Africa,0.1,Low
SUP-000613,"Jones, Walker and Ramirez",Dominica,Americas,0.0,
SUP-000614,Jones-Watson,Mongolia,Asia,0.0,
SUP-000615,"Hill, Russell and Mitchell",Marshall Islands,Americas,63.8,Medium
SUP-000616,Bailey Ltd,Brazil,Middle East,0.0,
SUP-000617,Nelson-Smith,Tunisia,Europe,39.3,Medium
SUP-000618,"Tanner, Ryan and Thornton",Bolivia,Middle East,0.5,Low
SUP-000619,Brown Ltd,Germany,Middle East,0.9,Low
SUP-000620,Vazquez Ltd,Mozambique,Africa,1.7,Low
SUP-000621,Hicks PLC,British Virgin Islands,Europe,0.3,Low
SUP-000622,"Lane, Williams and Brown",Reunion,Middle East,0.0,
SUP-000623,Ward-Nelson,Iran,Middle East,0.3,Low
SUP-000624,Riddle PLC,Sweden,Europe,90.0,High
SUP-000625,"Joseph, Moore and Bryant",New Caledonia,Europe,0.1,Low
SUP-000626,"Jones, Middleton and Sullivan",Bhutan,Middle East,15.4,Low
SUP-000627,White Ltd,Cyprus,Europe,46.1,Medium
SUP-000628,Schroeder-Obrien,Turkey,Middle East,0.1,Low
SUP-000629,"Carter, Knox and Davis",Bahamas,Middle East,0.8,Low
SUP-000630,"Cardenas, Hansen and Lopez",United States Minor Outlying Islands,Africa,0.3,Low
SUP-000631,"Jones, Leblanc and Daniel",Cameroon,Asia,6.6,Low
SUP-000632,Jones Ltd,Micronesia,Middle East,29.3,Low
SUP-000633,Richard LLC,Cayman Islands,Americas,6.7,Low
SUP-000634,Morrow Inc,Uzbekistan,Asia,0.1,Low
SUP-000635,Ford-Doyle,India,Asia,0.0,
SUP-000636,Cox-Chavez,Cocos (Keeling) Islands,Asia,2.1,Low
SUP-000637,Mcclure-Miller,Norway,Africa,93.3,High
SUP-000638,"Weber, Stokes and Carr",Philippines,Middle East,99.8,High
SUP-000639,"Estrada, Barber and Cabrera",Burkina Faso,Africa,0.0,
SUP-000640,"Campbell, Mccann and Cohen",Zambia,Middle East,0.2,Low
SUP-000641,Rubio-Hubbard,Anguilla,Africa,0.0,
SUP-000642,Reyes-Gray,Lao People's Democratic Republic,Africa,1.1,Low
SUP-000643,Walker Inc,Serbia,Americas,31.3,Low
SUP-000644,Deleon PLC,Maldives,Africa,0.1,Low
SUP-000645,Welch-Ruiz,Djibouti,Europe,97.9,High
SUP-000646,Grimes Ltd,Burkina Faso,Americas,0.2,Low
SUP-000647,Martin Group,Anguilla,Africa,44.7,Medium
SUP-000648,Payne and Sons,Vietnam,Asia,22.2,Low
SUP-000649,Mills Ltd,Isle of Man,Europe,0.9,Low
SUP-000650,Keller Ltd,Solomon Islands,Europe,0.1,Low
SUP-000651,"Peterson, Faulkner and Stone",Norfolk Island,Europe,0.0,
SUP-000652,"Zimmerman, Murphy and Gonzalez",Heard Island and McDonald Islands,Americas,1.7,Low
SUP-000653,Peters Inc,Bosnia and Herzegovina,Africa,9.5,Low
SUP-000654,"Hoover, White and Benson",Wallis and Futuna,Africa,0.1,Low
SUP-000655,Schaefer-Williams,Mongolia,Asia,0.0,
SUP-000656,"Williams, Murray and Blake",Colombia,Asia,16.1,Low
SUP-000657,Jones-Butler,Dominica,Europe,0.0,
SUP-000658,Hurst PLC,Nauru,Asia,99.8,High
SUP-000659,"Willis, Huber and Hernandez",Gambia,Americas,0.0,
SUP-000660,Phillips Ltd,Brazil,Africa,97.6,High
SUP-000661,Miller-Stewart,Lao People's Democratic Republic,Europe,15.6,Low
SUP-000662,"Chapman, Vazquez and Meadows",Timor-Leste,Asia,4.3,Low
SUP-000663,Francis Inc,Canada,Americas,1.6,Low
SUP-000664,Martin Inc,Senegal,Americas,47.9,Medium
SUP-000665,"Smith, Tucker and Santana",American Samoa,Asia,0.6,Low
SUP-000666,Wright-Parker,French Guiana,Africa,1.7,Low
SUP-000667,Mathis and Sons,Slovakia (Slovak Republic),Asia,0.1,Low
SUP-000668,"Shepherd, Spears and Kim",Martinique,Europe,2.7,Low
SUP-000669,Munoz LLC,Hungary,Asia,14.0,Low
SUP-000670,"Jones, Smith and Roman",French Polynesia,Americas,2.3,Low
SUP-000671,Carroll-Woods,Andorra,Asia,0.2,Low
SUP-000672,Rojas PLC,Bahamas,Africa,79.4,High
SUP-000673,Orr-Baker,Latvia,Middle East,97.8,High
SUP-000674,Hines LLC,Denmark,Asia,2.6,Low
SUP-000675,Lindsey-Herman,Maldives,Africa,41.8,Medium
SUP-000676,"Jacobs, Torres and Willis",Nigeria,Africa,2.3,Low
SUP-000677,Garcia-Meyers,Togo,Americas,81.5,High
SUP-000678,Espinoza-Ellis,Cape Verde,Africa,0.1,Low
SUP-000679,Obrien-Russell,Argentina,Africa,0.2,Low
SUP-000680,Johnson-Hood,Austria,Africa,0.0,
SUP-000681,"Smith, Wiley and White",Chile,Africa,0.0,
SUP-000682,Kim Group,Svalbard & Jan Mayen Islands,Europe,0.0,
SUP-000683,Miranda Ltd,Gambia,Europe,0.0,
SUP-000684,Valentine-Smith,Guinea-Bissau,Americas,5.5,Low
SUP-000685,Alvarado Group,Korea,Asia,0.0,
SUP-000686,Hensley-Moreno,Lesotho,Africa,0.1,Low
SUP-000687,Galvan Inc,Singapore,Asia,12.2,Low
SUP-000688,Frost Ltd,Samoa,Asia,96.6,High
SUP-000689,"Hall, Hall and Finley",Sudan,Americas,0.0,
SUP-000690,Young-Fox,Cuba,Africa,0.0,
SUP-000691,"Ross, Garza and Morris",Jersey,Africa,1.0,Low
SUP-000692,"Washington, Wilson and Payne",Guadeloupe,Middle East,2.6,Low
SUP-000693,"Lowe, Gonzalez and Stephens",Sierra Leone,Asia,0.5,Low
SUP-000694,Vasquez-Martin,Christmas Island,Asia,0.1,Low
SUP-000695,Murray PLC,Guatemala,Europe,2.3,Low
SUP-000696,Alvarez-Daniel,Pitcairn Islands,Middle East,7.8,Low
SUP-000697,"Bell, Schneider and Sosa",Ethiopia,Europe,4.5,Low
SUP-000698,Powell and Sons,Bulgaria,Europe,98.0,High
SUP-000699,Hartman-Morgan,Brunei Darussalam,Europe,0.4,Low
SUP-000700,Johnson-Johnson,South Georgia and the South Sandwich Islands,Americas,0.0,
SUP-000701,Garrison and Sons,Turks and Caicos Islands,Americas,8.6,Low
SUP-000702,Anderson-White,Aruba,Europe,0.0,
SUP-000703,Woods LLC,Uzbekistan,Middle East,5.5,Low
SUP-000704,"Lam, Morse and Hall",Kazakhstan,Asia,0.1,Low
SUP-000705,"Stewart, Schneider and Miles",United States Virgin Islands,Middle East,0.0,
SUP-000706,Howell-Thomas,Barbados,Africa,0.6,Low
SUP-000707,"Jackson, Brown and Barron",Honduras,Americas,87.7,High
SUP-000708,Sparks-Keith,Martinique,Asia,1.2,Low
SUP-000709,"Chavez, Davis and Mills",Palestinian Territory,Asia,0.1,Low
SUP-000710,Morris-Dickson,Niue,Africa,49.3,Medium
SUP-000711,Wagner Group,Rwanda,Africa,2.4,Low
SUP-000712,Dunn PLC,Moldova,Europe,0.0,
SUP-000713,Powell-Morales,Sudan,Americas,0.0,
SUP-000714,Cruz-Collins,Korea,Americas,1.8,Low
SUP-000715,Fernandez-Smith,Suriname,Middle East,4.8,Low
SUP-000716,"Jones, Herrera and Lewis",Gambia,Europe,2.6,Low
SUP-000717,Williams Ltd,Russian Federation,Europe,22.6,Low
SUP-000718,"Levine, Vasquez and Ramos",Antigua and Barbuda,Europe,0.3,Low
SUP-000719,Mathews LLC,Turkey,Europe,0.0,
SUP-000720,Lewis-Perkins,French Polynesia,Americas,0.2,Low
SUP-000721,Hays Ltd,American Samoa,Americas,0.3,Low
SUP-000722,Miller Group,Slovakia (Slovak Republic),Europe,0.2,Low
SUP-000723,"Johnson, Jackson and Norris",Bulgaria,Middle East,12.7,Low
SUP-000724,"Cox, Thomas and Kim",Cote d'Ivoire,Asia,41.3,Medium
SUP-000725,Fletcher-Martinez,Indonesia,Asia,5.1,Low
SUP-000726,Ryan Inc,Hong Kong,Middle East,0.4,Low
SUP-000727,Newton-Robinson,Switzerland,Europe,0.6,Low
SUP-000728,Robertson-Holloway,Congo,Americas,0.8,Low
SUP-000729,Miles-Becker,Zambia,Asia,16.7,Low
SUP-000730,Ramos and Sons,Haiti,Africa,27.4,Low
SUP-000731,Mcdonald-Morrison,Libyan Arab Jamahiriya,Africa,0.1,Low
SUP-000732,Davis Inc,Tanzania,Middle East,0.9,Low
SUP-000733,Stafford-Glass,British Indian Ocean Territory (Chagos Archipelago),Europe,9.2,Low
SUP-000734,Watson-Johnson,Liechtenstein,Asia,0.0,
SUP-000735,Lee Group,Libyan Arab Jamahiriya,Europe,0.1,Low
SUP-000736,"Kim, Greer and Lynch",Trinidad and Tobago,Asia,0.1,Low
SUP-000737,"Spence, Hogan and Berry",Sierra Leone,Middle East,39.8,Medium
SUP-000738,"Anderson, Jenkins and Harrington",Uzbekistan,Middle East,0.1,Low
SUP-000739,Winters PLC,Guinea-Bissau,Africa,1.1,Low
SUP-000740,"Douglas, Warner and Kelley",Cambodia,Europe,7.0,Low
SUP-000741,"Brandt, Wood and Simmons",Norway,Africa,28.8,Low
SUP-000742,Moran Ltd,New Caledonia,Europe,2.0,Low
SUP-000743,"James, King and Hall",Bosnia and Herzegovina,Africa,2.4,Low
SUP-000744,"Lucero, Gonzales and Sims",Burkina Faso,Americas,3.7,Low
SUP-000745,Smith and Sons,Greenland,Americas,97.2,High
SUP-000746,Spencer-Smith,Nauru,Americas,0.1,Low
SUP-000747,Nguyen-Alvarez,Belize,Americas,0.0,
SUP-000748,Harrington Group,Sao Tome and Principe,Asia,0.1,Low
SUP-000749,Davis Inc,United States of America,Americas,0.0,
SUP-000750,Yang Ltd,South Georgia and the South Sandwich Islands,Middle East,0.3,Low
SUP-000751,Miller-Johnson,San Marino,Middle East,0.0,
SUP-000752,"Maxwell, Sanders and Weeks",Mauritania,Asia,98.8,High
SUP-000753,"Hayes, Camacho and Hughes",Papua New Guinea,Americas,0.2,Low
SUP-000754,"Martin, Taylor and Wilkinson",France,Americas,0.4,Low
SUP-000755,Taylor LLC,South Africa,Americas,0.0,
SUP-000756,"Chase, Mcdonald and Petty",Guinea,Africa,0.0,
SUP-000757,"Chandler, Taylor and Soto",Philippines,Europe,99.9,High
SUP-000758,"Ortiz, Wallace and Hall",Grenada,Africa,0.0,
SUP-000759,Davis-Mcdonald,El Salvador,Europe,87.2,High
SUP-000760,Smith LLC,Suriname,Americas,0.0,
SUP-000761,Sanders-David,Macao,Americas,7.4,Low
SUP-000762,Murphy-Lopez,Slovenia,Africa,0.6,Low
SUP-000763,Booker-Hunter,Anguilla,Africa,0.5,Low
SUP-000764,Thompson-Haley,Guam,Europe,0.1,Low
SUP-000765,"Gilmore, Pena and Young",Slovenia,Middle East,2.6,Low
SUP-000766,Wilson PLC,Netherlands,Europe,1.9,Low
SUP-000767,"Weiss, Campbell and Miller",Svalbard & Jan Mayen Islands,Africa,0.2,Low
SUP-000768,Robinson Group,Brazil,Africa,21.0,Low
SUP-000769,"Green, Palmer and Jones",British Virgin Islands,Asia,0.0,
SUP-000770,Jones-Bryant,Macao,Africa,0.4,Low
SUP-000771,Smith-Gutierrez,Mayotte,Asia,99.4,High
SUP-000772,Sanchez LLC,Lesotho,Middle East,9.8,Low
SUP-000773,"Pugh, Parker and Cowan",Tunisia,Europe,99.4,High
SUP-000774,"Martin, Walsh and Turner",Tanzania,Europe,0.2,Low
SUP-000775,Miller and Sons,Lithuania,Asia,27.1,Low
SUP-000776,Hill-Hernandez,Armenia,Europe,10.4,Low
SUP-000777,Scott Group,Anguilla,Africa,0.1,Low
SUP-000778,Livingston-Eaton,Colombia,Americas,0.9,Low
SUP-000779,"Moss, Foley and Haas",Congo,Asia,0.2,Low
SUP-000780,Parks Ltd,Belarus,Europe,0.4,Low
SUP-000781,Price-Roberts,Mexico,Asia,12.3,Low
SUP-000782,Mendez Group,Panama,Asia,0.2,Low
SUP-000783,Copeland-Allen,Lesotho,Americas,0.9,Low
SUP-000784,"Torres, Bailey and Larson",Macao,Africa,12.2,Low
SUP-000785,Taylor PLC,Denmark,Asia,99.3,High
SUP-000786,"Becker, Landry and Marshall",Afghanistan,Europe,0.3,Low
SUP-000787,Sullivan PLC,Poland,Middle East,71.2,High
SUP-000788,Williams-Snyder,Kenya,Asia,0.2,Low
